id,article_id,paragraph_number,chapeau,content_full,metadata,created_at,updated_at
a2fa1cd7-c665-41d6-bef0-d87865d68ce4,aec04383-002e-411c-b5f2-e754aa1b0dfc,2,"The criteria for obtaining funding from the Union shall take into account the requirements developed in the framework of Chapters II, III and IV.","The criteria for obtaining funding from the Union shall take into account the requirements developed in the framework of Chapters II, III and IV.",,2025-01-01 22:50:22.752466+00,2025-01-01 22:50:22.752466+00
a318aa71-bf30-4216-ba72-b29999c4d3c9,cec189de-9337-4f07-9b1d-82a2cd0e39fd,3,"Health data access applications and health data requests referred to in paragraph 1 shall be submitted to the health data access body, which may forward them to the relevant trusted health data holder.","Health data access applications and health data requests referred to in paragraph 1 shall be submitted to the health data access body, which may forward them to the relevant trusted health data holder.",,2025-01-01 22:50:00.123227+00,2025-01-01 22:50:00.123227+00
a342a0a4-f58f-4b6d-8f14-dcec638ce385,b2af2dbc-6a4e-4e84-8dab-e8bd84bdb00a,3,Member States shall provide the Commission with the information necessary for the preparation of the reports referred to in paragraphs 1 and 2 and the Commission shall take that information duly into account in those reports.,Member States shall provide the Commission with the information necessary for the preparation of the reports referred to in paragraphs 1 and 2 and the Commission shall take that information duly into account in those reports.,,2025-01-01 22:50:52.443102+00,2025-01-01 22:50:52.443102+00
a42da036-05ee-44b7-8ea7-7216f821d153,c2faa831-73b3-41ea-a6e4-0856aba409e4,1,"Health data users may access and process the electronic health data referred to in Article 51 for secondary use only in accordance with a data permit issued pursuant to Article 68, a health data request approved pursuant to Article 69 or, in situations referred to in Article 67(3), an access approval from the relevant authorised participant in HealthData@EU referred to in Article 75.","Health data users may access and process the electronic health data referred to in Article 51 for secondary use only in accordance with a data permit issued pursuant to Article 68, a health data request approved pursuant to Article 69 or, in situations referred to in Article 67(3), an access approval from the relevant authorised participant in HealthData@EU referred to in Article 75.",,2025-01-01 22:49:24.407408+00,2025-01-01 22:49:24.407408+00
a467ef64-f8fe-4046-9c10-15c65191fb42,ab94a0c1-0ca9-426a-81ac-1690369286d7,4,"With regard to non-compliance by health data holders, where a health data holder withholds the electronic health data from health data access bodies with the manifest intention of obstructing the use of electronic health data, or does not respect the deadlines set out in Article 60(2), the health data access body shall have the power to fine the health data holder for each day of delay with a periodic penalty payment, which shall be transparent and proportionate. The amount of the fines shall be established by the health data access body in accordance with national law. In the event of repeated breaches by the health data holder of the obligation of cooperation with the health data access body, that body may exclude or initiate proceedings to exclude, in accordance with national law, the health data holder concerned from submitting health data access applications pursuant to this Chapter for a period of up to five years. During the period of that exclusion, the health data holder shall remain obliged to make data accessible under this Chapter, where applicable.","With regard to non-compliance by health data holders, where a health data holder withholds the electronic health data from health data access bodies with the manifest intention of obstructing the use of electronic health data, or does not respect the deadlines set out in Article 60(2), the health data access body shall have the power to fine the health data holder for each day of delay with a periodic penalty payment, which shall be transparent and proportionate. The amount of the fines shall be established by the health data access body in accordance with national law. In the event of repeated breaches by the health data holder of the obligation of cooperation with the health data access body, that body may exclude or initiate proceedings to exclude, in accordance with national law, the health data holder concerned from submitting health data access applications pursuant to this Chapter for a period of up to five years. During the period of that exclusion, the health data holder shall remain obliged to make data accessible under this Chapter, where applicable.",,2025-01-01 22:49:28.951831+00,2025-01-01 22:49:28.951831+00
a4ae66bb-1432-42b2-affc-c7ab27423ded,ccd42a9f-b246-4fea-bd61-5a7747c47ef0,7,The steering groups shall elect chairs for their meetings.,The steering groups shall elect chairs for their meetings.,,2025-01-01 22:50:40.555208+00,2025-01-01 22:50:40.555208+00
a5084590-24de-4e09-8003-885800e535da,911b222c-f1e5-4084-a574-316d66ccc5af,4,"Health-related research infrastructures or similar infrastructures whose functioning is based on Union law and which provide support for the use of electronic health data for research, policy making, statistical, patient safety or regulatory purposes may become authorised participants in HealthData@EU and connect to it.","Health-related research infrastructures or similar infrastructures whose functioning is based on Union law and which provide support for the use of electronic health data for research, policy making, statistical, patient safety or regulatory purposes may become authorised participants in HealthData@EU and connect to it.",,2025-01-01 22:50:06.97998+00,2025-01-01 22:50:06.97998+00
a542edc3-7ea4-45a9-9ec0-428495cdf62a,987242ec-93f1-4047-ad48-6f024cea1e76,4,"Where a health data access body has reason to believe that a data quality and utility label might be inaccurate, it shall assess whether the dataset covered by the label meets the quality requirements forming part of the elements of the data quality and utility label as referred to in paragraph 3 and, in the event the dataset does not meet the quality requirements, shall revoke the label.","Where a health data access body has reason to believe that a data quality and utility label might be inaccurate, it shall assess whether the dataset covered by the label meets the quality requirements forming part of the elements of the data quality and utility label as referred to in paragraph 3 and, in the event the dataset does not meet the quality requirements, shall revoke the label.",,2025-01-01 22:50:16.209185+00,2025-01-01 22:50:16.209185+00
a579dce0-6e42-4555-b31c-6a467977a653,b368813b-50e9-4095-ac6c-f5a0fbc35e4a,7,"Manufacturers of EHR systems placed on the market or put into service shall report any serious incident involving an EHR system to the market surveillance authorities of the Member States where such serious incident occurred and of the Member States where such EHR systems are placed on the market or put into service. That reporting shall also include a description of the corrective action taken or envisaged by the manufacturer. Member States may provide for users of EHR systems placed on the market or put into service to be able to report such incidents. The reporting required pursuant to the first subparagraph of this paragraph shall be carried out, without prejudice to incident notification requirements under Directive (EU) 2022/2555, immediately after the manufacturer has established a causal link between the EHR system and the serious incident or the reasonable likelihood of such a link and, in any event, not later than three days after the manufacturer becomes aware of the serious incident involving the EHR system.","Manufacturers of EHR systems placed on the market or put into service shall report any serious incident involving an EHR system to the market surveillance authorities of the Member States where such serious incident occurred and of the Member States where such EHR systems are placed on the market or put into service. That reporting shall also include a description of the corrective action taken or envisaged by the manufacturer. Member States may provide for users of EHR systems placed on the market or put into service to be able to report such incidents. The reporting required pursuant to the first subparagraph of this paragraph shall be carried out, without prejudice to incident notification requirements under Directive (EU) 2022/2555, immediately after the manufacturer has established a causal link between the EHR system and the serious incident or the reasonable likelihood of such a link and, in any event, not later than three days after the manufacturer becomes aware of the serious incident involving the EHR system.",,2025-01-01 22:48:43.335923+00,2025-01-01 22:48:43.335923+00
a5c2f3a8-906e-4fea-b243-85b8dd20b27d,5e5a82ab-2435-4603-904b-35d7612bb63f,1,"Member States shall develop and implement or provide access to training programmes and provide access to information for health professionals in order for them to understand and effectively carry out their role in the primary use of and in the accessing of electronic health data, including in relation to Articles 11, 13 and 16. The Commission shall support Member States in that regard.","Member States shall develop and implement or provide access to training programmes and provide access to information for health professionals in order for them to understand and effectively carry out their role in the primary use of and in the accessing of electronic health data, including in relation to Articles 11, 13 and 16. The Commission shall support Member States in that regard.",,2025-01-01 22:50:20.560057+00,2025-01-01 22:50:20.560057+00
a61609a9-032b-412b-8e38-b8d4e47d865b,911b222c-f1e5-4084-a574-316d66ccc5af,3,"The national contact points for secondary use referred to in paragraph 1 and the Union health data access service referred to in paragraph 2 shall connect to the cross-border infrastructure for secondary use, namely HealthData@EU. The national contact points for secondary use and the Union health data access service shall facilitate the cross-border access to electronic health data for secondary use for different authorised participants in HealthData@EU. The national contact points for secondary use shall cooperate closely with each other and with the Commission.","The national contact points for secondary use referred to in paragraph 1 and the Union health data access service referred to in paragraph 2 shall connect to the cross-border infrastructure for secondary use, namely HealthData@EU. The national contact points for secondary use and the Union health data access service shall facilitate the cross-border access to electronic health data for secondary use for different authorised participants in HealthData@EU. The national contact points for secondary use shall cooperate closely with each other and with the Commission.",,2025-01-01 22:50:06.715279+00,2025-01-01 22:50:06.715279+00
a6695148-9cc4-43ec-932e-cb01de36072b,ab8da433-1af3-450d-973f-2a1a64f1fb58,3,"Member States may establish rules for the processing and use of electronic health data containing improvements related to the processing of those data, such as correction, annotation or enrichment, based on a data permit pursuant to Article 68","Member States may establish rules for the processing and use of electronic health data containing improvements related to the processing of those data, such as correction, annotation or enrichment, based on a data permit pursuant to Article 68",,2025-01-01 22:49:01.436292+00,2025-01-01 22:49:01.436292+00
a8b0efd8-e8c5-4dc7-9665-b6a73e5669bd,46b4ef88-e3b1-4de9-880e-3180cd18b47c,1,The EHDS Board shall have the following tasks relating to primary use in accordance with Chapters II and III,"The EHDS Board shall have the following tasks relating to primary use in accordance with Chapters II and III assisting Member States in coordinating practices of digital health authorities; issuing written contributions and exchanging best practices on matters related to the coordination of the implementation at Member State level, taking into account the regional and local level, of this Regulation and of the delegated and implementing acts adopted pursuant to it, in particular as regards: (i) the provisions set out in Chapters II and III; (ii) the development of online services facilitating secure access, including secure electronic identification, to electronic health data for health professionals and natural persons; (iii) other aspects relating to primary use; facilitating cooperation between digital health authorities through capacity building, establishing the framework for activity-reporting referred to in Article 20(1) and the exchange of information; sharing among its members information concerning risks posed by EHR systems and serious incidents as well as the handling of such risks and incidents; facilitating the exchange of views on primary use with the stakeholder forum referred to in Article 93, as well as with regulators and policy makers in the health sector.",,2025-01-01 22:50:35.238758+00,2025-01-01 22:50:35.238758+00
a9eba9c4-d9c8-42bc-94ab-06aae11cc3e6,015a81db-7520-467c-8b07-b40e53310585,3,The CE marking of conformity shall be subject to the general principles set out in Article 30 of Regulation (EC) No 765/2008.,The CE marking of conformity shall be subject to the general principles set out in Article 30 of Regulation (EC) No 765/2008.,,2025-01-01 22:48:37.864069+00,2025-01-01 22:48:37.864069+00
aa120fc4-9e09-4b2e-b764-34b613f0c7ac,43983cdc-1fa0-4f47-a680-af6baacf9d31,3,"Member States shall ensure that any conflicts of interest between the organisational parts of health data access bodies performing the different tasks of such bodies is avoided by, for example, providing for organisational safeguards such as segregation between health data access bodies’ different functions, including assessing applications, the reception and preparation of datasets, for example pseudonymisation and anonymisation of datasets, and the provision of data in secure processing environments.","Member States shall ensure that any conflicts of interest between the organisational parts of health data access bodies performing the different tasks of such bodies is avoided by, for example, providing for organisational safeguards such as segregation between health data access bodies’ different functions, including assessing applications, the reception and preparation of datasets, for example pseudonymisation and anonymisation of datasets, and the provision of data in secure processing environments.",,2025-01-01 22:49:08.065539+00,2025-01-01 22:49:08.065539+00
aa7f0d64-7986-4777-90ff-863698e1b4a9,fd1dddfd-0602-4c9f-af3f-31343d37d758,3,The dataset catalogue shall be made available to single information points established or designated under Article 8 of Regulation (EU) 2022/868.,The dataset catalogue shall be made available to single information points established or designated under Article 8 of Regulation (EU) 2022/868.,,2025-01-01 22:50:12.942349+00,2025-01-01 22:50:12.942349+00
aabfacc3-8981-4455-aab5-f30864770c65,2b873eef-6844-43b8-91da-d24744a18263,3,The common specifications referred to in paragraph 1 may include elements related to the following,"The common specifications referred to in paragraph 1 may include elements related to the following datasets containing electronic health data and defining structures, such as data fields and data groups for the representation of clinical content and other parts of the electronic health data; coding systems and values to be used in datasets containing electronic health data, taking due account of both potential future harmonisation of terminologies and their compatibility with existing national terminologies; other requirements related to data quality, such as the completeness and accuracy of electronic health data; technical specifications, standards and profiles for the exchange of electronic health data; requirements and principles related to patient safety and the security, confidentiality, integrity and protection of electronic health data; specifications and requirements related to identification management and the use of electronic identification.",,2025-01-01 22:48:27.34957+00,2025-01-01 22:48:27.34957+00
ab65c97d-fb9c-4c1e-a66a-0c7b255bc11f,cec189de-9337-4f07-9b1d-82a2cd0e39fd,1,"Where a health data access body receives a health data access application pursuant to Article 67 or a health data request pursuant to Article 69 that only covers electronic health data held by a trusted health data holder designated in accordance with paragraph 2 of this Article, the procedure set out in paragraphs 4 to 6 of this Article shall apply.","Where a health data access body receives a health data access application pursuant to Article 67 or a health data request pursuant to Article 69 that only covers electronic health data held by a trusted health data holder designated in accordance with paragraph 2 of this Article, the procedure set out in paragraphs 4 to 6 of this Article shall apply.",,2025-01-01 22:49:58.782327+00,2025-01-01 22:49:58.782327+00
abd4697c-b200-4e6f-b112-710d265440b9,d50c3fe9-34b8-4e08-8cd2-30fa9842e7a4,3,"Where the health data access body concludes that the requirements in paragraph 1 are fulfilled and the risks referred to in paragraph 2 are sufficiently mitigated, the health data access body shall grant access to electronic health data by issuing a data permit. Health data access bodies shall refuse all health data access applications where the requirements in this Chapter are not fulfilled. Where the requirements for issuing a data permit are not met, but the requirements to provide a response in an anonymised statistical format under Article 69 are, the health data access body may decide to provide such response, on condition that providing that response would mitigate the risks and, if the purpose of the health data access application can be fulfilled in this manner, that the health data applicant agrees to receiving a response in an anonymised statistical format under Article 69.","Where the health data access body concludes that the requirements in paragraph 1 are fulfilled and the risks referred to in paragraph 2 are sufficiently mitigated, the health data access body shall grant access to electronic health data by issuing a data permit. Health data access bodies shall refuse all health data access applications where the requirements in this Chapter are not fulfilled. Where the requirements for issuing a data permit are not met, but the requirements to provide a response in an anonymised statistical format under Article 69 are, the health data access body may decide to provide such response, on condition that providing that response would mitigate the risks and, if the purpose of the health data access application can be fulfilled in this manner, that the health data applicant agrees to receiving a response in an anonymised statistical format under Article 69.",,2025-01-01 22:49:46.204859+00,2025-01-01 22:49:46.204859+00
ac56a056-fa49-4571-b179-37d1977a1462,63c7a8e5-fc6e-4dea-a428-4438754be0d5,3,"Where a distributor considers or has reason to believe that an EHR system is not in conformity with the essential requirements laid down in Annex II and with any requirements adopted pursuant to Article 42, it shall not make that EHR system available on the market until it has been brought into conformity. The distributor shall inform without undue delay the manufacturer or the importer, as well as the market surveillance authorities of the Member States where the EHR system has been or is to be made available on the market, to that effect. Where a distributor considers or has reason to believe that an EHR system presents a risk to the health or safety of natural persons, it shall inform the market surveillance authorities of the Member State in which the distributor is established, as well as the manufacturer and the importer.","Where a distributor considers or has reason to believe that an EHR system is not in conformity with the essential requirements laid down in Annex II and with any requirements adopted pursuant to Article 42, it shall not make that EHR system available on the market until it has been brought into conformity. The distributor shall inform without undue delay the manufacturer or the importer, as well as the market surveillance authorities of the Member States where the EHR system has been or is to be made available on the market, to that effect. Where a distributor considers or has reason to believe that an EHR system presents a risk to the health or safety of natural persons, it shall inform the market surveillance authorities of the Member State in which the distributor is established, as well as the manufacturer and the importer.",,2025-01-01 22:48:23.360124+00,2025-01-01 22:48:23.360124+00
ace965a3-b2f3-4fe5-9d5c-0d0087d782ee,80afe030-e794-4902-82ed-e091674e58e2,main,"For the provision of healthcare, Member States shall ensure that health professionals are able to access free of charge the priority categories of personal electronic health data referred to in Article 14, including for cross-border care, through health professional access services. The services referred to in the first paragraph of this Article shall be accessible only to health professionals who are in possession of electronic identification means which are recognised pursuant to Article 6 of Regulation (EU) No 910/2014 or other electronic identification means compliant with common specifications referred to in Article 36 of this Regulation. Personal electronic health data shall be presented in a user-friendly manner in the electronic health records to allow for easy use by health professionals.","For the provision of healthcare, Member States shall ensure that health professionals are able to access free of charge the priority categories of personal electronic health data referred to in Article 14, including for cross-border care, through health professional access services. The services referred to in the first paragraph of this Article shall be accessible only to health professionals who are in possession of electronic identification means which are recognised pursuant to Article 6 of Regulation (EU) No 910/2014 or other electronic identification means compliant with common specifications referred to in Article 36 of this Regulation. Personal electronic health data shall be presented in a user-friendly manner in the electronic health records to allow for easy use by health professionals.",,2025-01-01 22:47:44.066384+00,2025-01-01 22:47:44.066384+00
ad57e437-c8bb-4c0c-b8d7-d3ef6ce14eeb,911b222c-f1e5-4084-a574-316d66ccc5af,2,"The Union health data access service shall act as the contact point of the Union’s institutions, bodies, offices and agencies for secondary use and shall be responsible for making electronic health data available for secondary use.","The Union health data access service shall act as the contact point of the Union’s institutions, bodies, offices and agencies for secondary use and shall be responsible for making electronic health data available for secondary use.",,2025-01-01 22:50:06.441658+00,2025-01-01 22:50:06.441658+00
ad8861ca-87ee-4f57-be24-19de96850818,11e8d6e4-2f2d-4551-a701-30cb362e947f,1,"Without prejudice to Articles 67, 68 and 69, health data access applications and health data requests submitted by a health data applicant established in a third country shall be considered eligible by health data access bodies and the Union health data access service if the third country concerned","Without prejudice to Articles 67, 68 and 69, health data access applications and health data requests submitted by a health data applicant established in a third country shall be considered eligible by health data access bodies and the Union health data access service if the third country concerned is an authorised participant on the basis of having a national contact point for secondary use covered by an implementing act referred to in Article 75(5); or allows Union health data applicants access to electronic health data in that third country under conditions that are not more restrictive than those provided for in this Regulation, and therefore such access is covered by an implementing act referred to in paragraph 2 of this Article.",,2025-01-01 22:50:28.334049+00,2025-01-01 22:50:28.334049+00
ade6e988-7f25-4351-9723-06acaa610e77,a8a31af3-1d48-4036-a67b-0d0deaf6fb3a,3,"When Member States adopt requirements or provisions in accordance with paragraph 1, they shall inform the Commission thereof. Section 4 Market surveillance of EHR systems","When Member States adopt requirements or provisions in accordance with paragraph 1, they shall inform the Commission thereof. Section 4 Market surveillance of EHR systems",,2025-01-01 22:48:38.933066+00,2025-01-01 22:48:38.933066+00
ae57580f-0301-4970-a0ac-5562a25998cc,851f7304-a56f-459e-8a63-b1cc7032b1c8,5,Digital health authorities shall facilitate the submission of complaints and provide easily accessible tools for the submission of complaints. Relationship with supervisory authorities under Regulation (EU) 2016/679,Digital health authorities shall facilitate the submission of complaints and provide easily accessible tools for the submission of complaints. Relationship with supervisory authorities under Regulation (EU) 2016/679,,2025-01-01 22:48:00.051892+00,2025-01-01 22:48:00.051892+00
aebfe10d-e5a0-447e-aeec-0fcbdf827f52,7cb20a7e-1d08-4786-a8ed-12dcbb535f30,2,"The stakeholder forum shall have a balanced composition and be composed of relevant stakeholders, including representatives of patient organisations, health professionals, industry, consumer organisations, scientific researchers and academia, and shall represent their views. Where commercial interests are represented in the stakeholder forum, the representation of such interests shall be based on a balanced combination of large companies, small and medium-sized enterprises and start-ups. The tasks of the stakeholder forum shall encompass equally primary use and secondary use.","The stakeholder forum shall have a balanced composition and be composed of relevant stakeholders, including representatives of patient organisations, health professionals, industry, consumer organisations, scientific researchers and academia, and shall represent their views. Where commercial interests are represented in the stakeholder forum, the representation of such interests shall be based on a balanced combination of large companies, small and medium-sized enterprises and start-ups. The tasks of the stakeholder forum shall encompass equally primary use and secondary use.",,2025-01-01 22:50:33.653212+00,2025-01-01 22:50:33.653212+00
af722c38-af94-4cf3-8b12-fac24c77d441,b34b21de-9aef-4977-8532-22fce9f603d7,4,"When issuing data permits in accordance with Article 68, health data access bodies may make the access to certain electronic health data conditional on legal, organisational and technical measures, which may include contractual arrangements between health data holders and health data users for the sharing of data containing information or content protected by intellectual property rights or trade secrets. The Commission shall develop and recommend non-binding models of contractual terms for such arrangements.","When issuing data permits in accordance with Article 68, health data access bodies may make the access to certain electronic health data conditional on legal, organisational and technical measures, which may include contractual arrangements between health data holders and health data users for the sharing of data containing information or content protected by intellectual property rights or trade secrets. The Commission shall develop and recommend non-binding models of contractual terms for such arrangements.",,2025-01-01 22:49:03.021372+00,2025-01-01 22:49:03.021372+00
af8a39c4-ce82-4a76-952e-1cb5e8ddd9ad,b34b21de-9aef-4977-8532-22fce9f603d7,1,"Electronic health data protected by intellectual property rights, trade secrets or covered by the regulatory data protection right laid down in Article 10(1) of Directive 2001/83/EC of the European Parliament and of the Council or Article 14(11) of Regulation (EC) No 726/2004 of the European Parliament and of the Council shall be made available for secondary use in accordance with the rules laid down in this Regulation.","Electronic health data protected by intellectual property rights, trade secrets or covered by the regulatory data protection right laid down in Article 10(1) of Directive 2001/83/EC of the European Parliament and of the Council or Article 14(11) of Regulation (EC) No 726/2004 of the European Parliament and of the Council shall be made available for secondary use in accordance with the rules laid down in this Regulation.",,2025-01-01 22:49:02.218243+00,2025-01-01 22:49:02.218243+00
afa50703-7c62-43ea-a3fe-22dd8cfb410c,7de78b54-7102-4ed8-8a2b-c47f9adc5e30,3,"Member States may provide in their national law that the duties of certain categories of health data holders are to be fulfilled by health data intermediation entities. In that case, the data shall nevertheless be considered as being made available by several health data holders.","Member States may provide in their national law that the duties of certain categories of health data holders are to be fulfilled by health data intermediation entities. In that case, the data shall nevertheless be considered as being made available by several health data holders.",,2025-01-01 22:48:55.638783+00,2025-01-01 22:48:55.638783+00
afaf41cb-c25f-4be0-ac91-34fbcc769529,f45169e6-24a1-4ae2-ab58-609eada86b5b,main,"the Official Journal of the European Union. This Regulation shall apply from ... [two years from the date of entry into force of this Regulation]. However, Articles 3 to 15, Article 23(2) to (6), Articles 25, 26, 27, 47, 48 and 49 shall apply as follows: (a) from ... [four years from the date of entry into force of this Regulation] to priority categories of personal electronic health data referred to in Article 14(1), points (a), (b) and (c), and to EHR systems intended by the manufacturer to process such categories of data ; (b) from ... [six years from the date of entry into force of this Regulation] to priority categories of personal electronic health data referred to in Article 14(1), points (d), (e) and (f), and to EHR systems intended by the manufacturer to process such categories of data; (c) from one year from the date established in a delegated act to be adopted pursuant to Article 14(2) for each amendment of the main characteristics of personal electronic health data set out in Annex I, provided that that date is subsequent to the date of application referred to in points (a) and (b) of this subparagraph for the categories of personal electronic health data concerned. Chapter III shall apply to EHR systems put into service in the Union referred to in Article 26(2) from ... [six years from the date of entry into force of this Regulation]. Chapter IV shall apply from ... [four years from the date of entry into force of this Regulation]. However, Article 55(6), Article 70, Article 73(5), Article 75(1), Article 75(12), Article 77(4) and Article 78(6) shall apply from … [two years from the date of entry into force of this Regulation], Article 51(1), points (b), (f), (g), (m) and (p), shall apply from ... [six years from the date of entry into force of this Regulation], and Article 75(5) shall apply from ... [10 years from the date of entry into force of this Regulation]. The implementing acts referred to in Article 13(4), Article 15(1), Article 23(4) and Article 36(1) shall apply from the dates referred to in the third paragraph of this Article depending on the categories of personal electronic health data referred to in Article 14(1), points (a), (b) and (c), or Article 14(1), points (d), (e) and (f), respectively. The implementing acts referred to in Article 70, Article 73(5), Article 75(12), Article 77(4) and Article 78(6) shall apply from ... [four years from the date of entry into force of this Regulation].","the Official Journal of the European Union. This Regulation shall apply from ... [two years from the date of entry into force of this Regulation]. However, Articles 3 to 15, Article 23(2) to (6), Articles 25, 26, 27, 47, 48 and 49 shall apply as follows: (a) from ... [four years from the date of entry into force of this Regulation] to priority categories of personal electronic health data referred to in Article 14(1), points (a), (b) and (c), and to EHR systems intended by the manufacturer to process such categories of data ; (b) from ... [six years from the date of entry into force of this Regulation] to priority categories of personal electronic health data referred to in Article 14(1), points (d), (e) and (f), and to EHR systems intended by the manufacturer to process such categories of data; (c) from one year from the date established in a delegated act to be adopted pursuant to Article 14(2) for each amendment of the main characteristics of personal electronic health data set out in Annex I, provided that that date is subsequent to the date of application referred to in points (a) and (b) of this subparagraph for the categories of personal electronic health data concerned. Chapter III shall apply to EHR systems put into service in the Union referred to in Article 26(2) from ... [six years from the date of entry into force of this Regulation]. Chapter IV shall apply from ... [four years from the date of entry into force of this Regulation]. However, Article 55(6), Article 70, Article 73(5), Article 75(1), Article 75(12), Article 77(4) and Article 78(6) shall apply from … [two years from the date of entry into force of this Regulation], Article 51(1), points (b), (f), (g), (m) and (p), shall apply from ... [six years from the date of entry into force of this Regulation], and Article 75(5) shall apply from ... [10 years from the date of entry into force of this Regulation]. The implementing acts referred to in Article 13(4), Article 15(1), Article 23(4) and Article 36(1) shall apply from the dates referred to in the third paragraph of this Article depending on the categories of personal electronic health data referred to in Article 14(1), points (a), (b) and (c), or Article 14(1), points (d), (e) and (f), respectively. The implementing acts referred to in Article 70, Article 73(5), Article 75(12), Article 77(4) and Article 78(6) shall apply from ... [four years from the date of entry into force of this Regulation].",,2025-01-01 22:50:54.307056+00,2025-01-01 22:50:54.307056+00
b079219d-4c54-4e24-9cde-8e84561580e5,3c7d4227-2bbf-4a24-a64d-f24226f2e366,3,"Medical devices, in vitro diagnostic medical devices or high-risk AI systems referred to in Article 27(1) and (2) of this Regulation shall also be registered in the databases established pursuant to Regulation (EU) 2017/745, (EU) 2017/746 or (EU) 2024/1689, as applicable. In such cases, the data to be entered shall also be forwarded to the EU database for registration of EHR systems and wellness applications.","Medical devices, in vitro diagnostic medical devices or high-risk AI systems referred to in Article 27(1) and (2) of this Regulation shall also be registered in the databases established pursuant to Regulation (EU) 2017/745, (EU) 2017/746 or (EU) 2024/1689, as applicable. In such cases, the data to be entered shall also be forwarded to the EU database for registration of EHR systems and wellness applications.",,2025-01-01 22:48:53.797017+00,2025-01-01 22:48:53.797017+00
b0edc1fc-f8f3-4b4b-bee8-9af8ddbb0554,0c1aaac5-91d7-4472-b03d-db3b043dff29,1,The Commission shall establish an EU dataset catalogue connecting the national dataset catalogues established by the health data access bodies in each Member State as well as the dataset catalogues of authorised participants in HealthData@EU.,The Commission shall establish an EU dataset catalogue connecting the national dataset catalogues established by the health data access bodies in each Member State as well as the dataset catalogues of authorised participants in HealthData@EU.,,2025-01-01 22:50:17.263326+00,2025-01-01 22:50:17.263326+00
b1364ef4-7cc1-40fb-873b-8dcba62dd453,a4da737a-421d-4df0-9854-a2650a3907d7,4,"The Commission shall, by means of implementing acts, lay down the common specifications for the European digital testing environment. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 98(2).","The Commission shall, by means of implementing acts, lay down the common specifications for the European digital testing environment. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 98(2).",,2025-01-01 22:48:36.788108+00,2025-01-01 22:48:36.788108+00
b2372f97-0c11-4848-8f13-d491b6fbd36e,604a59df-a09b-4b62-9a65-16100cf0996d,5,The validity of the label shall not exceed three years.,The validity of the label shall not exceed three years.,,2025-01-01 22:48:50.899281+00,2025-01-01 22:48:50.899281+00
b255ff82-53c0-4512-a98d-3350fdc48cff,63c7a8e5-fc6e-4dea-a428-4438754be0d5,1,"Before making an EHR system available on the market, distributors shall verify that","Before making an EHR system available on the market, distributors shall verify that the manufacturer has drawn up the EU declaration of conformity; the EHR system bears the CE marking of conformity; the EHR system is accompanied by the information sheet referred to in Article 38 with clear and complete instructions for use in accessible formats; where applicable, the importer has complied with the requirements set out in Article 32(3).",,2025-01-01 22:48:21.760053+00,2025-01-01 22:48:21.760053+00
b2b882d7-6426-4457-9b00-ae47c7ccaaff,f1ab6cb6-345b-4151-935c-eb84e00e721f,2,"Manufacturers of EHR systems shall ensure that procedures are in place to ensure that the design, development and deployment of the harmonised software components of an EHR system continue to comply with the essential requirements laid down in Annex II and the common specifications referred to in Article 36. Changes in EHR system design or characteristics with regard to the harmonised software components of an EHR system shall be adequately taken into account and reflected in the technical documentation.","Manufacturers of EHR systems shall ensure that procedures are in place to ensure that the design, development and deployment of the harmonised software components of an EHR system continue to comply with the essential requirements laid down in Annex II and the common specifications referred to in Article 36. Changes in EHR system design or characteristics with regard to the harmonised software components of an EHR system shall be adequately taken into account and reflected in the technical documentation.",,2025-01-01 22:48:12.96731+00,2025-01-01 22:48:12.96731+00
b5010ea9-cb4b-4e16-b293-bbb4d9fba957,cec189de-9337-4f07-9b1d-82a2cd0e39fd,4,"Following receipt of a health data access application or health data request pursuant to paragraph 3 of this Article, the trusted health data holder shall assess the health data access application or health data request against the criteria listed in Article 68(1) and (2) or Article 69(2) and (3), as applicable.","Following receipt of a health data access application or health data request pursuant to paragraph 3 of this Article, the trusted health data holder shall assess the health data access application or health data request against the criteria listed in Article 68(1) and (2) or Article 69(2) and (3), as applicable.",,2025-01-01 22:50:00.410313+00,2025-01-01 22:50:00.410313+00
b5617a12-de60-4c31-b2c7-1e5dd2a7c33a,c2147338-ce81-4867-b866-97fabf3880e4,1,"EHR systems shall include a European interoperability software component for EHR systems and a European logging software component for EHR systems (the ‘harmonised software components of EHR systems’), in accordance with the provisions laid down in this Chapter.","EHR systems shall include a European interoperability software component for EHR systems and a European logging software component for EHR systems (the ‘harmonised software components of EHR systems’), in accordance with the provisions laid down in this Chapter.",,2025-01-01 22:48:04.885222+00,2025-01-01 22:48:04.885222+00
b644ff90-7b30-433f-839d-c7bc8cdc9e9d,ab94a0c1-0ca9-426a-81ac-1690369286d7,1,"When carrying out their monitoring and supervisory tasks, as referred to in Article 57(1), point (a)(ii), health data access bodies shall have the right to request and receive all the necessary information from health data users and health data holders to verify compliance with this Chapter.","When carrying out their monitoring and supervisory tasks, as referred to in Article 57(1), point (a)(ii), health data access bodies shall have the right to request and receive all the necessary information from health data users and health data holders to verify compliance with this Chapter.",,2025-01-01 22:49:28.154398+00,2025-01-01 22:49:28.154398+00
